video_id,video_url,entry_title,live_status,duration_seconds,view_count,saved_json_path,fetched_at
TE5vnGvqGQs,https://www.youtube.com/watch?v=TE5vnGvqGQs,[22/365] RANKING GROCERY STORES AND REACTING TO BITGO IPO,was_live,9171.0,174,data\raw\youtube\kenny-finance-streams\videos\TE5vnGvqGQs.json,2026-05-06T02:38:06.455001+00:00
Kznxe8JWnTI,https://www.youtube.com/watch?v=Kznxe8JWnTI,[21/365] FINDING AI STOCKS AND REACTING TO EARNINGS,was_live,7620.0,170,data\raw\youtube\kenny-finance-streams\videos\Kznxe8JWnTI.json,2026-05-06T02:38:06.455001+00:00
BsSRm92sLVo,https://www.youtube.com/watch?v=BsSRm92sLVo,"[20/365] NETFLIX EARNINGS, JAPAN AND GREENLAND",was_live,2440.0,185,data\raw\youtube\kenny-finance-streams\videos\BsSRm92sLVo.json,2026-05-06T02:38:06.455001+00:00
NJmzR1uN5P0,https://www.youtube.com/watch?v=NJmzR1uN5P0,[19/365] FINDING THE BEST STOCK TO BUY IN 2026,was_live,9360.0,204,data\raw\youtube\kenny-finance-streams\videos\NJmzR1uN5P0.json,2026-05-06T02:38:06.455001+00:00
SME0LaYCEJI,https://www.youtube.com/watch?v=SME0LaYCEJI,[18/365] LEARNING EVERYTHING ABOUT QUANTUM COMPUTING,was_live,8389.0,218,data\raw\youtube\kenny-finance-streams\videos\SME0LaYCEJI.json,2026-05-06T02:38:06.455001+00:00
COn5szHwGhg,https://www.youtube.com/watch?v=COn5szHwGhg,[17/365] LETTING CHAT PITCH STOCKS TO BUY,was_live,9706.0,238,data\raw\youtube\kenny-finance-streams\videos\COn5szHwGhg.json,2026-05-06T02:38:06.455001+00:00
P4jnD7cJW88,https://www.youtube.com/watch?v=P4jnD7cJW88,[16/365] MAKING CHAT PRIVATE EQUITY INVESTORS ON STREAM,was_live,9641.0,275,data\raw\youtube\kenny-finance-streams\videos\P4jnD7cJW88.json,2026-05-06T02:38:06.455001+00:00
h0Y1j_UPReE,https://www.youtube.com/watch?v=h0Y1j_UPReE,[15/365] REACTING TO TSMC EARNINGS AND FINDING AI STOCKS,was_live,9069.0,161,data\raw\youtube\kenny-finance-streams\videos\h0Y1j_UPReE.json,2026-05-06T02:38:06.455001+00:00
vZOzVKh6fmQ,https://www.youtube.com/watch?v=vZOzVKh6fmQ,[14/365] VIBE CODING WITH CHAT AND RANKING YOUTUBER BUSINESSES,was_live,6459.0,203,data\raw\youtube\kenny-finance-streams\videos\vZOzVKh6fmQ.json,2026-05-06T02:38:06.455001+00:00
PG9pmD6L-Fg,https://www.youtube.com/watch?v=PG9pmD6L-Fg,🔴LIVE! SOURCING BUSINESSES TODAY,was_live,5583.0,193,data\raw\youtube\kenny-finance-streams\videos\PG9pmD6L-Fg.json,2026-05-06T02:38:06.455001+00:00
5J3wIhNDdjQ,https://www.youtube.com/watch?v=5J3wIhNDdjQ,🔴LIVE! MARKET MONDAYS (INVESTING CHAT CAPITAL),was_live,6547.0,151,data\raw\youtube\kenny-finance-streams\videos\5J3wIhNDdjQ.json,2026-05-06T02:38:06.455001+00:00
viKpE4aBdoc,https://www.youtube.com/watch?v=viKpE4aBdoc,[11/365] BUILDING A HOLDING COMPANY WITH CHAT,was_live,6439.0,219,data\raw\youtube\kenny-finance-streams\videos\viKpE4aBdoc.json,2026-05-06T02:38:06.455001+00:00
yejY2RrAPl8,https://www.youtube.com/watch?v=yejY2RrAPl8,[10/365] SOURCING BUSINESSES LIVE WITH CHAT,was_live,7651.0,378,data\raw\youtube\kenny-finance-streams\videos\yejY2RrAPl8.json,2026-05-06T02:38:06.455001+00:00
3g5GlrSi6rk,https://www.youtube.com/watch?v=3g5GlrSi6rk,🔴LIVE! CES RECAP + NEW INVESTMENT IDEAS!,was_live,9383.0,164,data\raw\youtube\kenny-finance-streams\videos\3g5GlrSi6rk.json,2026-05-06T02:38:06.455001+00:00
e-xf_sWB07Q,https://www.youtube.com/watch?v=e-xf_sWB07Q,CES 2026 RECAP,was_live,852.0,114,data\raw\youtube\kenny-finance-streams\videos\e-xf_sWB07Q.json,2026-05-06T02:38:06.455001+00:00
oYKhLPdMnAs,https://www.youtube.com/watch?v=oYKhLPdMnAs,🔴LIVE AT CES 2026 | DAY 4 (LAST DAY - SLOTS?),was_live,6357.0,200,data\raw\youtube\kenny-finance-streams\videos\oYKhLPdMnAs.json,2026-05-06T02:38:06.455001+00:00
x0oFILWH18s,https://www.youtube.com/watch?v=x0oFILWH18s,🔴LIVE AT CES 2026 | DAY 3 (INSANE ROBOTS),was_live,6247.0,402,data\raw\youtube\kenny-finance-streams\videos\x0oFILWH18s.json,2026-05-06T02:38:06.455001+00:00
uwpd45ZuY2M,https://www.youtube.com/watch?v=uwpd45ZuY2M,🔴LIVE AT CES 2026 | DAY 2 (ROBOTS TECH & AI),was_live,7531.0,272,data\raw\youtube\kenny-finance-streams\videos\uwpd45ZuY2M.json,2026-05-06T02:38:06.455001+00:00
A03GAlWPLSQ,https://www.youtube.com/watch?v=A03GAlWPLSQ,🔴LIVE AT CES 2026 | DAY 1 (NVIDIA KEYNOTE),was_live,7117.0,895,data\raw\youtube\kenny-finance-streams\videos\A03GAlWPLSQ.json,2026-05-06T02:38:06.455001+00:00
7nAH2pnqbhs,https://www.youtube.com/watch?v=7nAH2pnqbhs,🔴LIVE! WE IN VEGAS - DAY 1 CES (LATE NIGHT),was_live,2768.0,133,data\raw\youtube\kenny-finance-streams\videos\7nAH2pnqbhs.json,2026-05-06T02:38:06.455001+00:00
ANp9pkRUHpw,https://www.youtube.com/watch?v=ANp9pkRUHpw,🔴LIVE! CES 2026 NEXT WEEK (Prep and Schedule),was_live,9232.0,235,data\raw\youtube\kenny-finance-streams\videos\ANp9pkRUHpw.json,2026-05-06T02:38:06.455001+00:00
8mkc9A9IvL4,https://www.youtube.com/watch?v=8mkc9A9IvL4,🔴LIVE! FIRST FINANCE FRIDAY OF 2026,was_live,7985.0,280,data\raw\youtube\kenny-finance-streams\videos\8mkc9A9IvL4.json,2026-05-06T02:38:06.455001+00:00
VpQhvmZBIkQ,https://www.youtube.com/watch?v=VpQhvmZBIkQ,🔴LIVE! CHAT CAPITAL! VISION BOARDING,was_live,10481.0,366,data\raw\youtube\kenny-finance-streams\videos\VpQhvmZBIkQ.json,2026-05-06T02:38:06.455001+00:00
g5WICkrIrVk,https://www.youtube.com/watch?v=g5WICkrIrVk,🔴LIVE! CHAT CAPITAL! 2026 PREDICTIONS,was_live,14921.0,547,data\raw\youtube\kenny-finance-streams\videos\g5WICkrIrVk.json,2026-05-06T02:38:06.455001+00:00
