channel_name,channel_slug,video_id,entry_title,video_url,live_status,duration_seconds,view_count,source_tab,fetched_at,workflow_status,transcript_status,needs_review,transcript_provider,transcript_artifact_path,transcript_requested_at,transcript_completed_at,transcript_error,json_path
Kenny Finance,kenny-finance-streams,Eag04FU5qsg,"[95/365] SUNDAY FUNDAY WITH SOURCING, AGENTS & 10-Ks",https://www.youtube.com/watch?v=Eag04FU5qsg,was_live,8020.0,407,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/Eag04FU5qsg.json,2026-05-06T03:10:01.879495+00:00,2026-05-06T03:10:06.388206+00:00,,data/raw/youtube/kenny-finance-streams/videos/Eag04FU5qsg.json
Kenny Finance,kenny-finance-streams,EiH0dBpSVQ4,[78/365] DAY 3 in MIAMI. HUNTING FOR DEALS AND REAL ESTATE,https://www.youtube.com/watch?v=EiH0dBpSVQ4,was_live,4116.0,183,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/EiH0dBpSVQ4.json,2026-05-06T03:10:06.388549+00:00,2026-05-06T03:10:08.127623+00:00,,data/raw/youtube/kenny-finance-streams/videos/EiH0dBpSVQ4.json
Kenny Finance,kenny-finance-streams,FfQ-MHXY2YU,[45/365] BUYING MY VALENTINE'S A BUSINESS,https://www.youtube.com/watch?v=FfQ-MHXY2YU,was_live,9414.0,391,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/FfQ-MHXY2YU.json,2026-05-06T03:10:08.127623+00:00,2026-05-06T03:10:10.177966+00:00,,data/raw/youtube/kenny-finance-streams/videos/FfQ-MHXY2YU.json
Kenny Finance,kenny-finance-streams,FhzHSKQ5DTs,[58/365] STOCK PITCH COMPETITION!,https://www.youtube.com/watch?v=FhzHSKQ5DTs,was_live,5329.0,171,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/FhzHSKQ5DTs.json,2026-05-06T03:10:10.177966+00:00,2026-05-06T03:10:12.958063+00:00,,data/raw/youtube/kenny-finance-streams/videos/FhzHSKQ5DTs.json
Kenny Finance,kenny-finance-streams,GBG6vBRLXtU,[108/365] TURNING CLAUDE INTO MY 24/7 DOCTOR,https://www.youtube.com/watch?v=GBG6vBRLXtU,was_live,8414.0,281,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/GBG6vBRLXtU.json,2026-05-06T03:10:30.864171+00:00,2026-05-06T03:10:34.059056+00:00,,data/raw/youtube/kenny-finance-streams/videos/GBG6vBRLXtU.json
Kenny Finance,kenny-finance-streams,GcYCtRpQc7o,[106/365] VIBE CODING THURSDAYS (NEW OPUS 4.7),https://www.youtube.com/watch?v=GcYCtRpQc7o,was_live,6656.0,313,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/GcYCtRpQc7o.json,2026-05-06T03:10:37.613288+00:00,2026-05-06T03:10:40.640007+00:00,,data/raw/youtube/kenny-finance-streams/videos/GcYCtRpQc7o.json
Kenny Finance,kenny-finance-streams,H4Xfk7BErT4,[102/365] LIVE DILIGENCE ON A SUBS BUSINESS ACQUISITION,https://www.youtube.com/watch?v=H4Xfk7BErT4,was_live,7520.0,668,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/H4Xfk7BErT4.json,2026-05-06T03:10:52.897658+00:00,2026-05-06T03:10:58.050912+00:00,,data/raw/youtube/kenny-finance-streams/videos/H4Xfk7BErT4.json
Kenny Finance,kenny-finance-streams,HTMqbkKqj5Q,[65/365] CHAT CAPITAL MARCH MADNESS KICKOFF!,https://www.youtube.com/watch?v=HTMqbkKqj5Q,was_live,7982.0,264,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/HTMqbkKqj5Q.json,2026-05-06T03:11:10.127449+00:00,2026-05-06T03:11:12.301330+00:00,,data/raw/youtube/kenny-finance-streams/videos/HTMqbkKqj5Q.json
Kenny Finance,kenny-finance-streams,J1cPlSvYtbY,[93/365] GOOD FRIDAY FOR THE FINANCE BROS,https://www.youtube.com/watch?v=J1cPlSvYtbY,was_live,3775.0,160,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/J1cPlSvYtbY.json,2026-05-06T03:11:37.635579+00:00,2026-05-06T03:11:42.995999+00:00,,data/raw/youtube/kenny-finance-streams/videos/J1cPlSvYtbY.json
Kenny Finance,kenny-finance-streams,JJmI9zZVDAM,[96/365] HOW TO FINANCE A BUSINESS ACQUISITION,https://www.youtube.com/watch?v=JJmI9zZVDAM,was_live,5709.0,587,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/JJmI9zZVDAM.json,2026-05-06T03:11:48.507999+00:00,2026-05-06T03:11:50.663713+00:00,,data/raw/youtube/kenny-finance-streams/videos/JJmI9zZVDAM.json
